"003000583623","AM03","ANNUAL CHANGEOUT OF THE CANVAS BOOT IN T","","000000001000005898","000001428393","813","RM 46","0","103","20211114","1007113121",,"OR003000583623","CRTD SSAP PRC MANC NMAT RELR",,"","20211114","A","","20211114","IP1020210403","0000518111","8130","518110","WCM RM/TM/ANL/SLIT","Cold Mill","General Manager DSPC and Cold Mill","2021-11-14","Week 1",,"Auto-Gen","CRTD","No Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,,,0,0,184,1,"2021-11-12"
"003000036453","AM03","test for attachments carried to order","","","000000041846","800","","","","20211206","1000054859","ESAI","OR003000036453","SSAP PRC MANC CRTD RELR","CRTD WOST","","20211206","A","","20211206","IP1020211006","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-06","Week 4","10-CRTD","Auto-Gen","CRTD","Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,0.5900000000000001,10529.44,0,0,56,1,"2021-11-14"
"003000036574","AM03","Plan 1","","","000000041967","800","","","103","20211118","1000055043","ESAI-ALG","OR003000036574","PRC SSAP NMAT MANC RELR CRTD","WOST CRTD","","20211118","A","","20211118","IP1020211014","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-18","Week 1","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"002000259568","AM02","Parts 9LC Magnet panel parts","3","","000001433222","840","840PARTS","1","145","20211201","1007133432",,"OR002000259568","CRTD PRC SSAP MANC",,"","20211201","B","002000249721","20211201","ALSMITH","0000511320","8400","511320","COKE Battery Elect","Cokemaking","GM - Cokemaking & Ironmaking","2021-12-01","Week 3",,"ALSMITH","CRTD","Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,1616.1,128.41000000000003,0,0,,1,"2021-11-12"
"003000036671","AM03","addition of relative risk","","000000001000000009","000000042133","800","","","103","20211125","1000055209","ESTL-ALG-PSH-106-BLDG-CRRU","OR003000036671","SSAP RELR PRC MANC FMAI CRTD","CRTD WOST","","20211125","A","","20211125","IP1020211020","0000517118","8000","","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-25","Week 2","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified","PSH","106","Update Required","OutDated Status","0.00",10,0.5900000000000001,10529.44,0,0,56,1,"2021-11-14"
"003000036589","AM03","Plan 1","","","000000041988","800","","","103","20211119","1000055064","ESAI-ALG","OR003000036589","RELR CRTD MANC PRC NMAT SSAP","CRTD WOST","","20211119","A","","20211119","IP1020211015","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-19","Week 1","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"002000255414","AM02","REPAIR / REPLACE TC - TE703VR","2","","000001416890","871","#7BF#621","0","168","20211207","1007060205",,"OR002000255414","REL SSAP PRC SETC PRT NMAT MANC",,"","20211207","B","","20211207","DLAURIN","0000512111","8710","512320","IRN 7BF Electrical","Ironmaking","GM - Cokemaking & Ironmaking","2021-12-07","Week 4",,"DLAURIN","REL","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,360,1,"2021-11-12"
"003000036590","AM03","Plan 2","","","000000041989","800","","","103","20211119","1000055065","ESAI-ALG","OR003000036590","PRC SSAP MANC NMAT CRTD RELR","CRTD WOST","","20211119","A","","20211119","IP1020211015","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-19","Week 1","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036640","AM03","joseph test maint plan 10","","","000000042048","800","","","103","20211123","1000055124","ESAI-ALG-PSH-106-ELSS-PPWS","OR003000036640","RELR MANC CRTD PRC SSAP","CRTD WOST","","20211123","A","","20211123","IP1020211018","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-23","Week 2","10-CRTD","Auto-Gen","CRTD","Materials on Order","No Equipment on Order","PSH","106","Update Required","OutDated Status","0.00",,0.5900000000000001,10529.44,0,0,56,1,"2021-11-14"
"002000224892","AM02","ORDER - STACK GALLERY LTS UPGRADE","2","","000001284967","871","IMEPRO21","1","145","20211201","1006515785",,"OR002000224892","SSAP PRC REL SETC MACM GMPS",,"","20211008","B","","20211201","DLAURIN","0000512111","8710","512320","IRN 7BF Electrical","Ironmaking","GM - Cokemaking & Ironmaking","2021-12-01","Week 3",,"DLAURIN","REL","Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,17366.96,0,0,0,,1,"2021-11-12"
"003000036653","AM03","Plan 1","","","000000042095","800","","","103","20211123","1000055171","ESAI-ALG","OR003000036653","NMAT CRTD RELR MANC SSAP PRC","CRTD WOST","","20211123","A","","20211123","IP1020211019","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-23","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036862","AM03","joseph test maint plan 10","","","000000042368","800","","","103","20211207","1000055444","ESAI-ALG-PSH-106-ELSS-PPWS","OR003000036862","MANC PRC CRTD SSAP RELR","CRTD WOST","","20211207","A","","20211207","IP1020211101","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-07","Week 4","10-CRTD","Auto-Gen","CRTD","Materials on Order","No Equipment on Order","PSH","106","Update Required","OutDated Status","0.00",,0.5900000000000001,10529.44,0,0,56,1,"2021-11-14"
"002000240018","AM02","erectors raise wc1 vibro","3","000000001000036229","000001355240","895","","0","142","20211207","1006811452",,"OR002000240018","CRTD SSAP PRC MANC NMAT",,"","20211108","B","","20211207","WPICCO","0000512113","8950","512110","Ironmaking Erector","Ironmaking","GM - Cokemaking & Ironmaking","2021-12-07","Week 4",,"WPICCO","CRTD","No Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,,,0,0,,1,"2021-11-12"
"003000036654","AM03","Plan 2","","","000000042096","800","","","103","20211123","1000055172","ESAI-ALG","OR003000036654","MANC SSAP CRTD PRC NMAT RELR","CRTD WOST","","20211123","A","","20211123","IP1020211019","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-23","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036893","AM03","addition of relative risk","","000000001000000009","000000042399","800","","","103","20211209","1000055475","ESTL-ALG-PSH-106-BLDG-CRRU","OR003000036893","CRTD MANC FMAI RELR SSAP PRC","CRTD WOST","","20211209","A","","20211209","IP1020211103","0000517118","8000","","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-09","Week 4","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified","PSH","106","Update Required","OutDated Status","0.00",10,0.5900000000000001,10529.44,0,0,56,1,"2021-11-14"
"007000007513","AM07","wire/conduit removal and inspection","1","","000000979014","839","","1","102","20211122","1005061314",,"OR007000007513","CRTD SSAP PRC MANC NMAT",,"","20211122","B","007000007383","20211126","CSHERWOO","0000511320","8390","511320","COKE Service Elect","Cokemaking","GM - Cokemaking & Ironmaking","2021-11-22","Week 2",,"CSHERWOO","CRTD","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,6960,1,"2021-11-12"
"003000036669","AM03","Plan 1","","","000000042131","800","","","103","20211124","1000055207","ESAI-ALG","OR003000036669","RELR MANC PRC SSAP CRTD NMAT","CRTD WOST","","20211124","A","","20211124","IP1020211020","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-24","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"002000251942","AM02","Temper Mill - Bearing Temp. Detector","1","000000001000006045","000001404746","814","","1","168","20211117","1007006926",,"OR002000251942","REL SSAP PRC SETC GMPS PRT MANC",,"","20211117","A","","20211117","JMCOUTU","0000518113","8140","518320","WCM Electrical","Cold Mill","General Manager DSPC and Cold Mill","2021-11-17","Week 1",,"JMCOUTU","REL","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,0,0.01,0,0,184,1,"2021-11-12"
"003000036576","AM03","test maintenance plan adding relative ri","","","000000041969","800","","","103","20211119","1000055045","ESAI-ALG","OR003000036576","SSAP RELR CRTD PRC MANC","WOST CRTD","","20211119","A","","20220113","IP1020211014","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-19","Week 1","10-CRTD","Auto-Gen","CRTD","Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"003000036685","AM03","Plan 1","","","000000042190","800","","","103","20211125","1000055266","ESAI-ALG","OR003000036685","PRC MANC SSAP NMAT RELR CRTD","WOST CRTD","","20211125","A","","20211125","IP1020211021","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-25","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000548337","AM03","PICKLER LIFTING BEAM INSPECTION","3","","000001324520","812","WK 46 21","0","171","20211115","1006677074",,"OR003000548337","REL SSAP PRC SETC PRT NMAT MANC",,"","20211115","B","","20211115","IP1020200831","0000518110","8120","518110","WCM Pickler Mech","Cold Mill","General Manager DSPC and Cold Mill","2021-11-15","Week 1",,"Auto-Gen","REL","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,736,1,"2021-11-12"
"003000036673","AM03","test for adding l3 to order","","000000001000000090","000000042135","800","","","103","20211125","1000055211",,"OR003000036673","RELR MANC CRTD PRC SSAP","WOST CRTD","","20211125","B","","20220119","IP1020211020","0000500200","8000","500200","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-25","Week 2","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"003000036686","AM03","Plan 2","","","000000042191","800","","","103","20211125","1000055267","ESAI-ALG","OR003000036686","NMAT MANC SSAP RELR CRTD PRC","CRTD WOST","","20211125","A","","20211125","IP1020211021","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-25","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"002000227025","AM02","Change out #3 Tank steam valve","3","000000001000004842","000001295337","812","PICK 49","0","103","20211207","1006551503",,"OR002000227025","REL SSAP PRC SETC MSPT MANC",,"001000113631","20211207","A","","20211207","TBERNARD","0000518110","8120","518320","WCM Pickler Mech","Cold Mill","General Manager DSPC and Cold Mill","2021-12-07","Week 4",,"TBERNARD","REL","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,0,2214.2000000000003,0,0,736,1,"2021-11-12"
"007000009432","AM07","SEPTEMBER 2020 DOWNDAY SUPERIOR","3","","000001228328","844","","0","102","20211201","1006299945",,"OR007000009432","CRTD SSAP PRC MANC NMAT",,"","20211025","B","007000009426","20211201","MSELVERS","0000511320","8440","511320","COKE Operations","Cokemaking","GM - Cokemaking & Ironmaking","2021-12-01","Week 3",,"MSELVERS","CRTD","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,,1,"2021-11-12"
"007000010405","AM07","#3 - STEEL LADLE (SUPER ORDER)","3","000000001000031540","000001375536","893","LADLE-21","1","147","20211112","1006886995",,"OR007000010405","REL SSAP PRC SETC NMAT",,"","20211112","A","","20211112","RMAIER","0000513122","8930","513320","Steelmakng Erector","Steelmaking","GM - Steelmaking & Slabcaster","2021-11-12","Week 1",,"RMAIER","REL","No Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,,,0,0,,1,"2021-11-12"
"003000036702","AM03","Plan 1","","","000000042207","800","","","103","20211126","1000055283","ESAI-ALG","OR003000036702","CRTD MANC SSAP PRC RELR NMAT","WOST CRTD","","20211126","A","","20211126","IP1020211022","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-26","Week 2","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036796","AM03","test maintenance plan adding relative ri","","","000000042301","800","","","103","20211203","1000055377","ESAI-ALG","OR003000036796","CRTD RELR PRC SSAP MANC","CRTD WOST","","20211203","A","","20220127","IP1020211028","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-03","Week 3","10-CRTD","Auto-Gen","CRTD","Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"002000223868","AM02","Install sump pump in slitter valve room","3","000000001000005839","000001279498","812","WK 46 21","1","103","20211115","1006498091",,"OR002000223868","REL SSAP PRC SETC GMPS MACM",,"001000111821","20211115","A","","20211115","TBERNARD","0000518114","8120","518320","WCM Pickler Mech","Cold Mill","General Manager DSPC and Cold Mill","2021-11-15","Week 1",,"TBERNARD","REL","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,2692.75,0,0,0,736,1,"2021-11-12"
"002000071257","AM02","PH4 F3 ROLL CHANGE VALVE STAND REWIRE","","","000000460296","836","DS MONEY","1","142","20211125","1002549158",,"OR002000071257","TECO SSAP PRC SETC NMAT CSER",,"","20210211","B","002000071248","20211125","KABIER","0000515111","8360","515110","DSPC Hot Mill Elec","DSPC","General Manager DSPC and Cold Mill","2021-11-25","Week 2",,"KABIER","TECO","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,0,1,"2021-11-12"
"007000007389","AM07","part  ticv1  enviro-seal kit","1","","000000970643","839","PHO2021","1","102","20211115","1005012050",,"OR007000007389","CRTD SSAP PRC MANC",,"","20211115","B","007000007383","20211115","CSHERWOO","0000511320","8390","511320","COKE Service Elect","Cokemaking","GM - Cokemaking & Ironmaking","2021-11-15","Week 1",,"CSHERWOO","CRTD","Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,5476.130000000001,0,0,0,,1,"2021-11-12"
"003000036716","AM03","Plan 1","","","000000042221","800","","","103","20211129","1000055297","ESAI-ALG","OR003000036716","RELR MANC SSAP CRTD PRC NMAT","WOST CRTD","","20211129","A","","20211129","IP1020211023","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-29","Week 3","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036625","AM03","test maintenance plan adding relative ri","2","000000001000000090","000000042033","800","","","103","20211122","1000055109",,"OR003000036625","RELR CRTD PRC MANC SSAP","CRTD WOST","","20211122","B","","20220114","IP1020211017","0000500200","8000","500200","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-22","Week 2","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"002000082794","AM02","NR replace m3/m5   light panel","1","","000000510964","839","","1","144","20211129","1002767171",,"OR002000082794","CRTD SSAP PRC MANC NMAT",,"","20211129","B","","20211129","CSHERWOO","0000511312","8390","511320","COKE Service Elect","Cokemaking","GM - Cokemaking & Ironmaking","2021-11-29","Week 3",,"CSHERWOO","CRTD","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,,1,"2021-11-12"
"003000036717","AM03","Plan 2","","","000000042222","800","","","103","20211129","1000055298","ESAI-ALG","OR003000036717","PRC NMAT CRTD MANC SSAP RELR","CRTD WOST","","20211129","A","","20211129","IP1020211023","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-29","Week 3","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036847","AM03","test maintenance plan adding relative ri","2","000000001000000090","000000042353","800","","","103","20211206","1000055429",,"OR003000036847","MANC RELR PRC SSAP CRTD","WOST CRTD","","20211206","B","","20220128","IP1020211031","0000500200","8000","500200","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-06","Week 4","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"002000246230","AM02","REPAIR CROWN FORKLIFT - SHOPS 2021","3","000000001000008045","000001382321","880","REPAIR1","1","103","20211117","1006920236",,"OR002000246230","REL SSAP PRC SETC PCNF MANC GMPS",,"","20211117","B","","20211127","WBGRAHAM","0000524206","8803","524200","Shops Planning","Shops","GM - Central Maintenance","2021-11-17","Week 1",,"WBGRAHAM","REL","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,0,12.3,0,0,3840,1,"2021-11-12"
"002000228568","AM02","7 Pusher Travel Controller","3","000000001000043377","000001302846","840","840PARTS","0","145","20211201","1006582655",,"OR002000228568","CRTD SSAP PRC MANC",,"","20211025","B","002000218483","20211201","MBURMAST","0000511320","8400","511320","COKE Battery Elect","Cokemaking","GM - Cokemaking & Ironmaking","2021-12-01","Week 3",,"MBURMAST","CRTD","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,2749.96,0,0,0,,1,"2021-11-12"
"002000247102","AM02","Replace Slitter Top Deflector Roll Cyl","3","000000001000005825","000001385270","812","SL WK 48","0","160","20211202","1006931290",,"OR002000247102","REL SSAP PRC SETC MANC",,"001000122783","20211202","A","","20211202","TBERNARD","0000518114","8120","518320","WCM Pickler Mech","Cold Mill","General Manager DSPC and Cold Mill","2021-12-02","Week 3",,"TBERNARD","REL","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,3060.0000000000005,0,0,0,184,1,"2021-11-12"
"003000036732","AM03","Plan 1","","","000000042237","800","","","103","20211129","1000055313","ESAI-ALG","OR003000036732","MANC RELR CRTD SSAP NMAT PRC","WOST CRTD","","20211129","A","","20211129","IP1020211024","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-29","Week 3","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"003000036895","AM03","test for adding l3 to order","","000000001000000090","000000042401","800","","","103","20211209","1000055477",,"OR003000036895","RELR MANC CRTD PRC SSAP","CRTD WOST","","20211209","B","","20220202","IP1020211103","0000500200","8000","500200","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-12-09","Week 4","10-CRTD","Auto-Gen","CRTD","Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,25.250000000000004,1200.0000000000002,0,0,16576,1,"2021-11-14"
"003000036746","AM03","Plan 1","","","000000042251","800","","","103","20211129","1000055327","ESAI-ALG","OR003000036746","RELR PRC SSAP NMAT MANC CRTD","WOST CRTD","","20211129","A","","20211129","IP1020211025","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-29","Week 3","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,224,1,"2021-11-14"
"002000246520","AM02","REPAIR 8886 NORTH IRCO LATHE 2021","3","000000001000040083","000001383413","880","REPAIR","1","103","20211114","1006924222",,"OR002000246520","CRTD SSAP PRC MANC NMAT",,"","20211114","B","","20211123","WBGRAHAM","0000524204","8803","524200","Shops Planning","Shops","GM - Central Maintenance","2021-11-14","Week 1",,"WBGRAHAM","CRTD","No Materials on Order","Equipment Identified",,,"Update Required","OutDated Status","0.00",0,,,0,0,3840,1,"2021-11-12"
"003000036533","AM03","PM Weekly","","","000000041926","800","","","103","20211116","1000055002","ESAI-ALG","OR003000036533","CRTD SSAP RELR MANC PRC NMAT","CRTD WOST","","20211116","A","","20211116","IP1020211012","0000500100","8000","500100","TRNS E Auto Repair","Transportation Services","GM - Shipping\, Transp & Prod Planning","2021-11-16","Week 1","10-CRTD","Auto-Gen","CRTD","No Materials on Order","No Equipment on Order","","","Update Required","OutDated Status","0.00",,,,0,0,,1,"2021-11-14"
"002000206578","AM02","order 1-1/2\" and 1-1/4\" grating","3","","000001190403","872","","1","145","20211114","1006120175",,"OR002000206578","CRTD SSAP PRC MANC",,"","20210622","B","","20211114","WPICCO","0000512111","8720","512320","IRN 7BF Mechanical","Ironmaking","GM - Cokemaking & Ironmaking","2021-11-14","Week 1",,"WPICCO","CRTD","Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,6926.75,0,0,0,,1,"2021-11-12"
"003000563924","AM03","YEARLY PM\,SEAK & REPAIR STEAM LEAKS\,Coal","","","000001364716","843","","1","147","20211124","1006846702",,"OR003000563924","CRTD SSAP PRC MANC NMAT CSER RELR",,"","20211124","B","","20211124","IP1020201125","0000511118","8430","511110","COKE BP&Coal Mech","Cokemaking","GM - Cokemaking & Ironmaking","2021-11-24","Week 2",,"Auto-Gen","CRTD","No Materials on Order","No Equipment on Order",,,"Update Required","OutDated Status","0.00",,,,0,0,0,1,"2021-11-12"
